timestamp,fenomena,penerangan
2024-09-25 02:51:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 02:51.
2024-10-03 02:51:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 02:51.
2024-10-03 03:41:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 406,516 km. 
2024-10-11 02:57:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada 02:57.
2024-10-17 08:47:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 357,172 km.
2024-10-17 19:29:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 19:29.
2024-10-21 23:45:00,Hujan Meteor Orionids,Hujan Meteor Orionids boleh dilihat mulai 2 Oktober hingga 7 November setiap tahun. Kemuncak Hujan Meteor Orionids dijangka berlaku pada malam 21 Oktober 2024 hingga awal pagi 22 Oktober 2024 dengan purata 10-20 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan cahaya Bulan semasa kemuncak berlaku.
2024-10-22 23:45:00,Hujan Meteor Orionids,Hujan Meteor Orionids boleh dilihat mulai 2 Oktober hingga 7 November setiap tahun. Kemuncak Hujan Meteor Orionids dijangka berlaku pada malam 21 Oktober 2024 hingga awal pagi 22 Oktober 2024 dengan purata 10-20 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan cahaya Bulan semasa kemuncak berlaku.
2024-10-24 16:04:00,Bulan Sukuan Akhir/Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada 16:04.
2024-10-30 06:51:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dari Bumi iaitu pada 406,163 km. 
2024-11-01 20:49:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 20:49.
2024-11-04 21:00:00,Hujan Meteor Southern Taurids,Hujan Meteor Southern Taurids boleh dilihat mulai sekitar 23 September hingga 8 Disember setiap tahun. Kemuncak Hujan Meteor Southern Taurids dijangka berlaku pada malam 4 November 2024 hingga awal pagi 5 November 2024 dengan purata 5 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan dari Bulan Sabit Baru semasa kemuncak berlaku. 
2024-11-09 13:57:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada 13:57.
2024-11-13 21:00:00,Hujan Meteor Northern Taurids,Hujan Meteor Northern Taurids boleh dilihat mulai sekitar 13 Oktober hingga 2 Disember setiap tahun. Kemuncak Hujan Meteor Northern Taurids dijangka berlaku pada malam 11 November 2024 hingga awal pagi 12 November 2024 dengan purata 5 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Hampir Purnama (79%) semasa kemuncak berlaku. 
2024-11-14 19:14:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 360,109 km.
2024-11-16 05:31:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 05:31.
2024-11-16 18:00:00,Utarid Pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 22.5 darjah, Utarid boleh kelihatan di langit barat selepas Matahari terbenam. 
2024-11-17 21:00:00,Istiqbal Uranus,Planet Uranus akan berada pada kedudukan opposition atau dikenali sebagai istiqbal, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi.  Semasa istiqbal, Uranus akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Planet Uranus akan kelihatan di langit malam sepanjang Oktober 2024 hingga Mac 2024. Uranus sukar dilihat dengan jelas kerana kedudukannya yang jauh dari Bumi. Namun begitu, ia boleh dicerap menggunakan teleskop berkuasa tinggi. 
2024-11-17 23:00:00,Hujan Meteor Leonids,Hujan Meteor Leonids boleh dilihat mulai sekitar 3 November hingga 2 Disember setiap tahun. Kemuncak Hujan Meteor Leonids dijangka berlaku pada malam 17 November hingga awal pagi 18 November 2024 dengan purata 15 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Hampir Purnama (98.8%) semasa kemuncak berlaku. 
2024-11-18 05:00:00,Penghijaban Bintang Elnath oleh Bulan,Fenomena apabila Bulan kelihatan melintas di hadapan bintang Elnath dari pandangan Bumi, iaitu bintang Elnath akan kelihatan terselindung di sebalik Bulan, dan kemudian akan muncul semula. 
2024-11-23 09:29:00,Bulan Sukuan Akhir/Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada 09:29.
2024-11-26 19:55:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dari Bumi iaitu pada 405,314 km. 
2024-12-01 14:23:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 14:23.
2024-12-08 04:19:00,Istiqbal Musytari ,Planet Musytari akan berada pada kedudukan opposition atau dikenali sebagai istiqbal, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi.  Semasa istiqbal, Musytari akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Planet Musytari akan kelihatan di langit malam sepanjang November 2024 hingga Mac 2025. 
2024-12-08 20:00:00,Konjungsi Bulan dengan Zuhal,Bulan dan Zuhal akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Zuhal dari Bumi adalah sejauh 0.4 darjah di langit barat.
2024-12-08 23:28:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada 23:28.
2024-12-12 21:20:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 365,358 km.
2024-12-13 23:00:00,Hujan Meteor Geminids,Hujan Meteor Geminids boleh dilihat mulai 19 November hingga 24 Disember setiap tahun. Kemuncak Hujan Meteor Geminids dijangka berlaku pada malam 13 Disember 2024 hingga awal pagi 14 Disember 2024 dengan purata 150 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang baik kerana ada gangguan Bulan hampir purnama semasa kemuncak berlaku. 
2024-12-14 23:00:00,Hujan Meteor Geminids,Hujan Meteor Geminids boleh dilihat mulai 19 November hingga 24 Disember setiap tahun. Kemuncak Hujan Meteor Geminids dijangka berlaku pada malam 13 Disember 2024 hingga awal pagi 14 Disember 2024 dengan purata 150 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang baik kerana ada gangguan Bulan hampir purnama semasa kemuncak berlaku. 
2024-12-14 01:00:00,Penghijaban sebahagian Pleiades oleh Bulan,Fenomena apabila Bulan kelihatan melintas di hadapan sebahagian Pleiades dari pandangan Bumi, iaitu sebahagian Pleiades akan kelihatan terselindung di sebalik Bulan, dan kemudian akan muncul semula. 
2024-12-15 17:02:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 17:02.
2024-12-21 17:20:00,Solstis Musim Sejuk,Matahari akan berada pada kedudukan paling jauh ke selatan dari Garisan Khatulistiwa  iaitu di atas Garisan Jadi (23.5º Selatan) pada jam 11:28.  Ia menandakan bermulanya musim panas di Hemisfera Selatan dan bermulanya musim sejuk di Hemisfera Utara. Waktu siang menjadi lebih panjang dan waktu malam menjadi lebih pendek di Hemisfera Selatan sementara waktu siang menjadi lebih pendek dan waktu malam menjadi lebih panjang di Hemisfera Utara.
2024-12-23 01:00:00,Hujan Meteor Ursids,Hujan Meteor Ursids boleh dilihat mulai 13 hingga 24 Disember setiap tahun. Kemuncak Hujan Meteor Ursids dijangka berlaku pada awal pagi 23 Disember 2024 dengan purata 10 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang baik kerana ada gangguan cahaya Bulan sukuan akhir semasa kemuncak berlaku. 
2024-12-23 06:19:00,Bulan Sukuan Akhir/Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada 06:19.
2024-12-24 15:26:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 404,484 km. 
2024-12-25 06:00:00,Konjungsi Bulan dengan Spica,Bulan dan Spica akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Spica dari Bumi adalah sejauh 0.1 darjah di langit timur.
2024-12-25 10:25:00,Utarid Pada Elongasi Paling Barat,Utarid pada elongasi Paling Barat iaitu 22.0 darjah, Utarid boleh kelihatan di langit timur sebelum Matahari terbit. 
2024-12-31 06:28:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 06:28.
2025-01-04 01:00:00,Hujan Meteor Quadrantids,Fenomena Hujan Meteor Quadrantids mula aktif dan boleh dilihat pada 26 Disember 2024 hingga 16 Januari 2025. Kemuncak fenomena ini akan dapat disaksikan pada awal pagi 4 Januari 2025 dengan kemungkinan sehingga 80 meteor setiap jam. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan dari Bulan Sabit Baru semasa kemuncak berlaku. 
2025-01-04 21:28:00,Bumi Pada Kedudukan Perihelion,Bumi berada pada jarak yang paling dekat dengan Matahari, iaitu sejauh 147,103,686 km (0.9833AU).
2025-01-07 07:56:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 7:56 am
2025-01-08 08:01:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 370,171 km. 
2025-01-10 12:58:00,Zuhrah Pada Elongasi Paling Timur,Zuhrah pada elongasi paling timur iaitu pada 47.2 darjah, Zuhrah boleh kelihatan di langit barat selepas Matahari terbenam. 
2025-01-12 00:00:00,Penghijaban Elnath oleh Bulan,Fenomena apabila Bulan kelihatan melintas di hadapan Elnath dari pandangan Bumi, iaitu Elnath akan kelihatan terselindung di sebalik Bulan, dan kemudian akan muncul semula. 
2025-01-14 06:26:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 6:26 am
2025-01-16 09:17:00,Istiqbal Marikh,Planet Marikh akan berada pada kedudukan opposition atau dikenali sebagai istiqbal, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi.  Semasa istiqbal, Marikh akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Planet Marikh akan kelihatan di langit malam sepanjang Januari hingga Julai 2025. 
2025-01-21 12:54:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,298 km.
2025-01-22 04:30:00,Bulan Sukuan Akhir/Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 4:30 am.
2025-01-25 06:00:00,Konjungsi Bulan dengan Antares,Bulan dan Antares akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut Bulan dan Antares dari Bumi adalah sejauh 0.6 darjah di langit timur.
2025-01-29 20:35:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 8:35 pm.
2025-02-02 10:47:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 367,457 km.
2025-02-05 16:02:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 4:02 petang. 
2025-02-10 03:35:00,Konjungsi Bulan dengan Marikh,Bulan dan Marikh akan kelihatan menghampiri antara satu sama lain di langit barat dengan jarak sudut Bulan dan Marikh dari Bumi adalah sekitar 0.8 darjah.
2025-02-12 21:53:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 9:53 malam.
2025-02-18 09:10:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,882 km.
2025-02-21 01:32:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 1:32 pagi.
2025-02-28 08:44:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 8:44 pagi.
2025-03-02 05:21:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 361,964 km. 
2025-03-05 21:00:00,Konjungsi Bulan dengan Pleiades,Bulan dan Pleiades akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut Bulan dan Pleiades dari Bumi adalah sekitar 0.6 darjah di langit barat.
2025-03-07 00:31:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 12:31 pagi. 
2025-03-08 14:00:00,Utarid Pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 18.2 darjah. Utarid boleh kelihatan di langit barat selepas Matahari terbenam (waktu Maghrib). 
2025-03-14 14:54:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 02:54 petang.
2025-03-18 00:36:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,754 km.
2025-03-20 17:02:00,Equinoks Bulan Mac,Matahari berada di atas garisan Khatulistiwa dan akan terbit tepat di timur dan terbenam tepat di barat. Di Hemisfera Utara, ekuinoks pada bulan Mac dikenali sebagai ekuinoks musim bunga manakala di Hemisfera Selatan ia dikenali sebagai ekuinoks musim luruh.
2025-03-22 19:29:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 07:29 petang.
2025-03-29 18:57:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 06:57 petang.
2025-03-30 13:27:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 358,126 km. 
2025-04-05 10:14:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 10:14 am. 
2025-04-13 08:22:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 08:22 am.
2025-04-14 06:48:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,295 km.
2025-04-21 09:35:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 09:35 am. 
2025-04-22 03:00:00,Utarid Pada Elongasi Paling Barat,Utarid pada elongasi Paling Barat iaitu 27.4 darjah, Utarid boleh kelihatan di langit timur sebelum Matahari terbit. 
2025-04-22 23:30:00,Hujan Meteor Lyrids,Hujan Meteor Lyrids boleh dilihat mulai 14 hingga 30 April setiap tahun. Kemuncak Hujan Meteor Lyrids dijangka berlaku pada lewat malam 22 April hingga subuh 23 April 2025 dengan purata 18 meteor per jam. Kenampakan hujan meteor tersebut adalah sederhana semasa kemuncak berlaku kerana gangguan cahaya Bulan dalam fasa sukuan akhir akan terbit pada 03:03 pagi.
2025-04-28 00:17:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 357,118 km. 
2025-04-28 03:31:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 03:31 am.
2025-05-04 21:51:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 9:51 pm. 
2025-05-06 00:00:00,Hujan Meteor Eta Aquarids,Hujan Meteor Eta Aquarids boleh dilihat mulai 19 April  28 Mei 2025. Kemuncak Hujan Meteor Eta Aquarids dijangka berlaku pada tengah malam 6 Mei 2025 sehingga subuh, dengan purata 50 meteor per jam. Kenampakan hujan meteor tersebut adalah baik selepas Bulan yang dalam fasa sukuan akhir terbenam pada jam 02:33 pagi.
2025-05-11 08:47:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,244 km.
2025-05-13 00:55:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 12:55 am.
2025-05-20 19:58:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 07:58 pm. 
2025-05-26 09:27:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 359,024 km. 
2025-05-27 11:02:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 11:02 am.
2025-06-01 10:00:00,Zuhrah Pada Elongasi Paling Barat,Planet Zuhrah pada elongasi paling barat iaitu pada 45.9 darjah. Zuhrah boleh kelihatan jelas di langit timur sebelum Matahari terbit (waktu Subuh). 
2025-06-01 17:49:00,Konjungsi Bulan dengan Marikh,Bulan dan planet Marikh akan kelihatan berdekatan di langit, dengan jarak sudut tampak antara keduanya kira-kira 1.4 darjah jika dilihat dari Bumi. Fenomena ini boleh dilihat dari waktu maghrib hingga tengah malam.
2025-06-03 11:42:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 11:42 am. 
2025-06-07 18:44:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,551 km.
2025-06-11 15:44:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 03:44 pm.
2025-06-19 03:20:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 03:20 am. 
2025-06-21 11:42:00,Solstis Jun,Solstis Jun akan berlaku pada jam 10:42 pagi. Pada ketika ini, Matahari akan berada pada kedudukan paling utara di langit, tepat di atas Garisan Sartan (23.5º Utara), menandakan permulaan musim panas secara astronomi di hemisfera utara dan musim sejuk di hemisfera selatan.
2025-06-23 12:44:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 363,176 km. 
2025-06-25 18:33:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 6:33 pm.
2025-07-03 03:30:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 3:30 am.
2025-07-04 06:00:00,Bumi di Kududukan Aphelion,Bumi berada di kedudukan aphelion (paling jauh dari Matahari) pada jarak 1.01664 AU
2025-07-04 12:00:00,Utarid di Kedudukan Elongasi Maksimum,Planet Utarid berada pada sudut elongasi 25.9°T dari Matahari.
2025-07-11 04:37:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 04:37 am.
2025-07-15 17:28:00,Istiwa A'dzam,Istiwa Adzam ialah satu fenomena astronomi di mana kedudukan matahari berada tepat di atas Kaabah di Mekah. Pada waktu tersebut, bayang-bayang objek yang tegak di permukaan bumi akan menunjukkan arah yang tepat ke Kaabah. Ini adalah salah satu daripada dua kesempatan dalam setahun untuk memeriksa arah kiblat dengan ketepatan maksimum tanpa memerlukan alat tambahan.
2025-07-18 08:38:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 08:38 am. 
2025-07-25 03:11:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 3:11 am.
2025-07-29 00:00:00, Hujan Meteor Southern Delta-Aquarids,Fenomena Hujan Meteor Southern Delta-Aquarids mula aktif dan boleh dilihat pada pertengahan Julai hingga pertengahan Ogos dengan kemuncak berlaku 29 Julai 2025 dengan kemungkinan sehingga 20 meteor sejam. Kenampakan hujan meteor lebih baik selepas tengah malam kerana Bulan telah pun terbenam.
2025-08-01 20:41:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 08:41 am.
2025-08-02 04:38:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,163 km.
2025-08-09 15:54:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 03:54 pm.
2025-08-13 00:00:00,Hujan Meteor Perseids,Hujan Meteor Perseids boleh dilihat mulai 17 Julai sehingga 24 Ogos setiap tahun. Kemuncak Hujan Meteor Perseids dijangka akan berlaku pada malam 12 Ogos hingga awal pagi 13 Ogos 2024 dengan purata 100 meteor per jam. Kenampakan hujan meteor tersebut adalah sedikit terganggu dengan cahaya Bulan sukuan akhir.
2025-08-15 02:02:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 369,286 km.
2025-08-16 13:12:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 01:12 pm.
2025-08-19 18:00:00,Utarid Pada Elongasi Paling Timur,Planet Utarid pada elongasi paling timur iaitu pada 18.6 darjah.
2025-08-23 14:06:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 02:06 pm.
2025-08-29 23:35:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,551 km.
2025-08-31 14:25:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 02:25 pm.
2025-09-02 02:08:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 02:08 am.
2025-09-08 02:11:00,Gerhana Bulan Penuh,Fasa Gerhana Bulan penuh dapat disaksikan bermula jam 01:30 pagi dan berakhir pada jam 02:52 pagi. Gerhana Bulan Penuh maksimum berlaku pada jam 02:11 pagi.
2025-09-10 20:11:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 364,780 km.
2025-09-14 18:32:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 06:32 pm.
2025-09-21 13:37:00,Istiqbal Zuhal,Planet Zuhal (Saturn) akan berada pada kedudukan oposisi / istiqbal, iaitu kedudukan bertentangan dengan Matahari berasaskan kedudukan Bumi. Pada ketika ini, Zuhal disinari sepenuhnya oleh cahaya Matahari dan kelihatan lebih terang berbanding ketika ia pada kedudukan lain.
2025-09-22 03:54:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 03:54 am.
2025-09-23 20:45:00,Istiqbal Neptun,Istiqbal Neptun berlaku apabila planet Neptun berada bertentangan dengan Matahari, dengan Bumi berada di tengah-tengah. Neptun akan disinari sepenuhnya oleh Matahari, menjadikannya paling terang. Waktu ini juga Neptun boleh dilihat sepanjang malam, dari terbit di sebelah timur hingga terbenam di sebelah barat.
2025-09-26 17:47:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,551 km.
2025-09-30 07:53:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 07:53 am.
2026-10-07 11:47:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 11:47 am.
2026-10-08 20:27:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 359,814 km.
2026-10-14 02:12:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan Sukuan Akhir pada jam 02:12 am.
2026-10-21 00:00:00,Hujan Meteor Orionids,Hujan Meteor Orionids dapat disaksikan setiap tahun antara 2 Oktober hingga 7 November. Pada 2025, kemuncaknya berlaku pada malam 21 Oktober hingga 22 Oktober dengan sekitar 20 meteor sejam. Tahun ini, peluang melihatnya lebih baik kerana langit gelap tanpa gangguan cahaya Bulan, tertakluk kepada cuaca.
2026-10-21 20:25:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 08:25 pm.
2026-10-24 07:29:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,444 km.
2026-10-30 00:20:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 12:20 am.
2026-10-30 06:00:00,Utarid Pada Elongasi Paling Timur,Planet Utarid pada elongasi paling timur iaitu pada 23.9 darjah.
2025-11-05 21:00:00,Hujan Meteor Southern Taurids,Fenomena ini boleh disaksikan dari 23 September - 20 November 2025. Kemuncaknya dijangka pada malam 5 November hingga awal pagi 6 November, dengan sekitar 5 meteor sejam. Namun, cahaya Bulan Purnama dijangka sedikit menjejaskan kenampakan meteor.
2025-11-05 21:19:00,Bulan Penuh / Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 9:19 pm.
2025-11-06 06:30:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 356,832 km.
2025-11-06 22:00:00,Penghijaban Gugusan Bintang Pleiades oleh Bulan,Bulan akan melintasi gugusan bintang Pleiades (Seven Sisters) di buruj Taurus. Beberapa bintang akan kelihatan hilang seketika di sebalik cahaya Bulan ketika fenomena ini berlaku, yang dijangka berlangsung selama kira-kira 2-3 jam.
2025-11-12 13:28:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan sukuan akhir pada jam 1:28 pm.
2025-11-12 20:00:00,Hujan Meteor Northern Taurids,Fenomena ini dapat disaksikan di langit Malaysia dari 13 Oktober - 2 Disember 2025. Kemuncaknya akan berlaku pada malam 12 November hingga awal pagi 13 November, dengan sekitar 5 meteor sejam. Namun, cahaya Bulan sukuan akhir dijangka sedikit menjejaskan kenampakan meteor.
2025-11-18 02:00:00,Hujan Meteor Leonids,Fenomena ini boleh dilihat dari 6-30 November 2025, dengan kemuncak pada malam 17-18 November. Sekitar 10-15 meteor sejam dijangka kelihatan, namun cahaya Bulan sukuan akhir mungkin menjejaskan kenampakan. Fenomena ini berasal daripada debu komet Tempel-Tuttle dan kadangkala menghasilkan ribut meteor yang menakjubkan.
2025-11-20 10:49:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,692 km.
2025-11-20 14:47:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 02:47 pm.
2025-11-21 21:00:00,Istiqbal Uranus,Planet Uranus akan berada pada kedudukan opposition (istiqbal), iaitu ketika Bumi berada di antara Uranus dan Matahari. Ia akan kelihatan paling terang untuk tahun ini, tetapi masih sukar dilihat dengan mata kasar. Binokular atau teleskop disyorkan untuk pemerhatian yang lebih jelas. Uranus boleh dilihat di langit malam dari Oktober 2025 hingga Mac 2026.
2025-11-28 14:58:00,Bulan Sukuan Pertama,Bulan memasuki fasa Bulan Sukuan Pertama pada jam 2:58 pm.
2025-12-04 19:07:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 356,961 km
2025-12-05 07:14:00,Bulan Penuh / Bulan Purnama Perigee,Bulan memasuki fasa Bulan Penuh pada jam 7:14 am
2025-12-08 05:00:00,Utarid Pada Elongasi Paling Barat,Planet Utarid pada elongasi paling timur iaitu pada 20.7°W (Barat)
2025-12-12 04:51:00,Bulan Sukuan Akhir / Ketiga,Bulan memasuki fasa Bulan sukuan akhir pada jam 4:51 am.
2025-12-14 20:58:00,Hujan Meteor Geminid,Fenomena ini dapat disaksikan dari 417 Disember. Kemuncaknya akan berlaku pada malam 1314 Disember, dijangka menghasilkan sekitar 120150 meteor sejam. Waktu terbaik untuk pemerhatian ialah selepas 9:00 malam hingga awal pagi. Namun kehadiran bulan yang akan mula terbit sekitar jam 3:15AM (di semenanjung) akan mula mengurangkan tahap kenampakan meteor yang kecil dan halus. 
2025-12-17 14:11:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,322 km.
2025-12-20 09:43:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 09:43 am.
2025-12-21 23:03:00,Solstis Musim Sejuk,Matahari berada paling jauh ke selatan, tepat di atas Garisan Jadi pada 23.5° Selatan. Ini menandakan musim sejuk bermula di Hemisfera Utara (siang pendek, malam panjang) dan musim panas bermula di Hemisfera Selatan (siang panjang, malam pendek). Di Malaysia, kesannya sangat kecil kerana dekat dengan Khatulistiwa.
