date,division,index
2022-03-01,10,117.3
2022-04-01,10,117.5
2022-05-01,10,117.5
2022-06-01,10,117.7
2022-07-01,10,117.8
2022-08-01,10,117.8
2022-09-01,10,117.8
2022-10-01,10,117.8
2022-11-01,10,117.9
2022-12-01,10,117.9
2023-01-01,10,118.2
2023-02-01,10,118.5
2023-03-01,10,118.6
2023-04-01,10,118.7
2023-05-01,10,118.9
2023-06-01,10,119.1
2023-07-01,10,119.1
2023-08-01,10,119.3
2023-09-01,10,119.3
2023-10-01,10,119.4
2023-11-01,10,119.4
2023-12-01,10,119.4
2024-01-01,10,119.6
2024-02-01,10,119.9
2024-03-01,10,120.0
2024-04-01,10,120.2
2024-05-01,10,120.5
2024-06-01,10,120.7
2024-07-01,10,120.8
2024-08-01,10,120.8
2024-09-01,10,120.8
2024-10-01,10,121.0
2024-11-01,10,121.1
2024-12-01,10,121.1
2025-01-01,10,121.2
2025-02-01,10,121.7
2025-03-01,10,122.5
2025-04-01,10,122.7
2025-05-01,10,123.0
2025-06-01,10,123.2
2025-07-01,10,123.4
2025-08-01,10,123.5
2025-09-01,10,123.5
2025-10-01,10,124.0
2025-11-01,10,124.2
2025-12-01,10,124.5
2026-01-01,10,125.1
2026-02-01,10,125.3
2026-03-01,10,125.4
2026-04-01,10,125.6
2026-05-01,10,125.6
2026-06-01,10,125.7
2026-07-01,10,125.7
2010-01-01,11,98.6
2010-02-01,11,98.9
2010-03-01,11,99.3
2010-04-01,11,99.4
2010-05-01,11,99.6
2010-06-01,11,99.8
2010-07-01,11,99.9
2010-08-01,11,100.3
2010-09-01,11,100.6
2010-10-01,11,100.9
2010-11-01,11,101.1
2010-12-01,11,101.7
2011-01-01,11,103.3
2011-02-01,11,104.5
2011-03-01,11,105.2
2011-04-01,11,105.5
2011-05-01,11,106.0
2011-06-01,11,106.4
2011-07-01,11,106.8
2011-08-01,11,107.1
2011-09-01,11,107.3
2011-10-01,11,107.6
2011-11-01,11,107.9
2011-12-01,11,108.0
2012-01-01,11,108.2
2012-02-01,11,108.6
2012-03-01,11,108.9
2012-04-01,11,109.1
2012-05-01,11,109.2
2012-06-01,11,109.4
2012-07-01,11,109.7
2012-08-01,11,109.7
2012-09-01,11,109.9
2012-10-01,11,110.2
2012-11-01,11,110.5
2012-12-01,11,110.4
2013-01-01,11,110.6
2013-02-01,11,110.9
2013-03-01,11,111.4
2013-04-01,11,111.6
2013-05-01,11,111.8
2013-06-01,11,111.9
2013-07-01,11,112.0
2013-08-01,11,112.2
2013-09-01,11,112.7
2013-10-01,11,113.0
2013-11-01,11,113.7
2013-12-01,11,114.0
2014-01-01,11,115.2
2014-02-01,11,115.9
2014-03-01,11,116.4
2014-04-01,11,117.0
2014-05-01,11,117.3
2014-06-01,11,117.5
2014-07-01,11,117.7
2014-08-01,11,118.1
2014-09-01,11,118.3
2014-10-01,11,118.4
2014-11-01,11,118.9
2014-12-01,11,119.0
2015-01-01,11,119.3
2015-02-01,11,119.6
2015-03-01,11,120.0
2015-04-01,11,122.1
2015-05-01,11,122.7
2015-06-01,11,123.1
2015-07-01,11,123.4
2015-08-01,11,123.7
2015-09-01,11,124.1
2015-10-01,11,124.2
2015-11-01,11,124.5
2015-12-01,11,124.8
2016-01-01,11,125.1
2016-02-01,11,125.5
2016-03-01,11,125.7
2016-04-01,11,125.9
2016-05-01,11,126.1
2016-06-01,11,126.1
2016-07-01,11,126.2
2016-08-01,11,126.6
2016-09-01,11,126.7
2016-10-01,11,126.8
2016-11-01,11,126.9
2016-12-01,11,127.1
2017-01-01,11,127.6
2017-02-01,11,128.3
2017-03-01,11,128.5
2017-04-01,11,128.8
2017-05-01,11,129.0
2017-06-01,11,129.1
2017-07-01,11,129.4
2017-08-01,11,130.0
2017-09-01,11,130.1
2017-10-01,11,130.2
2017-11-01,11,130.4
2017-12-01,11,130.5
2018-01-01,11,130.9
2018-02-01,11,131.1
2018-03-01,11,131.2
2018-04-01,11,131.6
2018-05-01,11,131.9
2018-06-01,11,131.5
2018-07-01,11,131.6
2018-08-01,11,131.7
2018-09-01,11,132.1
2018-10-01,11,132.3
2018-11-01,11,132.5
2018-12-01,11,132.7
2019-01-01,11,132.9
2019-02-01,11,133.2
2019-03-01,11,133.3
2019-04-01,11,133.3
2019-05-01,11,133.4
2019-06-01,11,133.6
2019-07-01,11,133.7
2019-08-01,11,134.0
2019-09-01,11,134.0
2019-10-01,11,134.1
2019-11-01,11,134.3
2019-12-01,11,134.4
2020-01-01,11,134.5
2020-02-01,11,134.8
2020-03-01,11,134.8
2020-04-01,11,134.7
2020-05-01,11,134.8
2020-06-01,11,134.8
2020-07-01,11,134.9
2020-08-01,11,135.0
2020-09-01,11,135.2
2020-10-01,11,135.3
2020-11-01,11,135.3
2020-12-01,11,135.3
2021-01-01,11,135.4
2021-02-01,11,135.5
2021-03-01,11,135.6
2021-04-01,11,135.7
2021-05-01,11,135.8
2021-06-01,11,135.8
2021-07-01,11,135.9
2021-08-01,11,135.9
2021-09-01,11,135.9
2021-10-01,11,136.2
2021-11-01,11,136.5
2021-12-01,11,137.0
2022-01-01,11,138.6
2022-02-01,11,139.2
2022-03-01,11,139.8
2022-04-01,11,140.6
2022-05-01,11,141.1
2022-06-01,11,142.9
2022-07-01,11,144.4
2022-08-01,11,145.2
2022-09-01,11,145.7
2022-10-01,11,146.4
2022-11-01,11,147.1
2022-12-01,11,147.7
2023-01-01,11,148.7
2023-02-01,11,149.9
2023-03-01,11,150.2
2023-04-01,11,150.4
2023-05-01,11,150.8
2023-06-01,11,151.1
2023-07-01,11,151.4
2023-08-01,11,151.9
2023-09-01,11,152.2
2023-10-01,11,152.9
2023-11-01,11,153.3
2023-12-01,11,153.5
2024-01-01,11,153.7
2024-02-01,11,154.7
2024-03-01,11,155.5
2024-04-01,11,156.3
2024-05-01,11,156.8
2024-06-01,11,157.4
2024-07-01,11,157.9
2024-08-01,11,158.4
2024-09-01,11,158.5
2024-10-01,11,158.8
2024-11-01,11,159.1
2024-12-01,11,159.5
2025-01-01,11,160.1
2025-02-01,11,160.9
2025-03-01,11,161.1
2025-04-01,11,161.6
2025-05-01,11,162.3
2025-06-01,11,162.5
2025-07-01,11,163.8
2025-08-01,11,164.2
2025-09-01,11,164.3
2025-10-01,11,164.7
2025-11-01,11,164.9
2025-12-01,11,165.2
2026-01-01,11,165.5
2026-02-01,11,166.0
2026-03-01,11,166.1
2026-04-01,11,166.7
2026-05-01,11,167.3
2026-06-01,11,167.6
2026-07-01,11,168.2
2010-01-01,12,99.9
2010-02-01,12,99.9
2010-03-01,12,100.0
2010-04-01,12,100.0
2010-05-01,12,100.0
2010-06-01,12,100.0
2010-07-01,12,100.0
2010-08-01,12,100.0
2010-09-01,12,100.0
2010-10-01,12,100.0
2010-11-01,12,100.0
2010-12-01,12,100.0
2011-01-01,12,100.0
2011-02-01,12,100.0
2011-03-01,12,100.0
2011-04-01,12,100.0
2011-05-01,12,100.2
2011-06-01,12,100.2
2011-07-01,12,100.2
2011-08-01,12,100.2
2011-09-01,12,100.2
2011-10-01,12,100.2
2011-11-01,12,99.8
2011-12-01,12,99.8
2012-01-01,12,100.0
2012-02-01,12,101.1
2012-03-01,12,101.5
2012-04-01,12,101.5
2012-05-01,12,101.3
2012-06-01,12,101.3
2012-07-01,12,101.3
2012-08-01,12,101.6
2012-09-01,12,101.7
2012-10-01,12,102.1
2012-11-01,12,102.1
2012-12-01,12,102.1
2013-01-01,12,102.6
2013-02-01,12,102.5
2013-03-01,12,102.7
2013-04-01,12,102.8
2013-05-01,12,102.8
2013-06-01,12,102.8
2013-07-01,12,103.7
2013-08-01,12,103.7
2013-09-01,12,103.7
2013-10-01,12,103.8
2013-11-01,12,103.8
2013-12-01,12,103.8
2014-01-01,12,103.8
2014-02-01,12,104.0
2014-03-01,12,105.1
2014-04-01,12,105.2
2014-05-01,12,105.2
2014-06-01,12,105.2
2014-07-01,12,105.2
2014-08-01,12,105.3
2014-09-01,12,105.3
2014-10-01,12,105.3
2014-11-01,12,105.3
2014-12-01,12,105.7
2015-01-01,12,105.5
2015-02-01,12,105.8
2015-03-01,12,106.2
2015-04-01,12,110.3
2015-05-01,12,111.5
2015-06-01,12,111.8
2015-07-01,12,111.6
2015-08-01,12,111.7
2015-09-01,12,111.9
2015-10-01,12,112.0
2015-11-01,12,112.3
2015-12-01,12,112.2
2016-01-01,12,112.5
2016-02-01,12,112.5
2016-03-01,12,112.5
2016-04-01,12,113.8
2016-05-01,12,114.1
2016-06-01,12,114.1
2016-07-01,12,114.1
2016-08-01,12,114.3
2016-09-01,12,114.2
2016-10-01,12,114.2
2016-11-01,12,114.2
2016-12-01,12,114.3
2017-01-01,12,114.4
2017-02-01,12,114.3
2017-03-01,12,114.3
2017-04-01,12,114.3
2017-05-01,12,114.3
2017-06-01,12,114.3
2017-07-01,12,114.3
2017-08-01,12,114.3
2017-09-01,12,114.3
2017-10-01,12,114.3
2017-11-01,12,114.3
2017-12-01,12,114.3
2018-01-01,12,114.3
2018-02-01,12,114.5
2018-03-01,12,114.5
2018-04-01,12,114.5
2018-05-01,12,114.5
2018-06-01,12,110.9
2018-07-01,12,110.9
2018-08-01,12,110.9
2018-09-01,12,111.4
2018-10-01,12,112.1
2018-11-01,12,112.1
2018-12-01,12,112.1
2019-01-01,12,112.1
2019-02-01,12,112.1
2019-03-01,12,112.1
2019-04-01,12,112.1
2019-05-01,12,112.2
2019-06-01,12,112.2
2019-07-01,12,112.2
2019-08-01,12,112.2
2019-09-01,12,112.2
2019-10-01,12,112.2
2019-11-01,12,112.2
2019-12-01,12,112.1
2020-01-01,12,112.1
2020-02-01,12,112.1
2020-03-01,12,112.2
2020-04-01,12,112.2
2020-05-01,12,112.2
2020-06-01,12,112.2
2020-07-01,12,112.2
2020-08-01,12,112.2
2020-09-01,12,112.2
2020-10-01,12,112.2
2020-11-01,12,112.2
2020-12-01,12,112.2
2021-01-01,12,112.2
2021-02-01,12,112.2
2021-03-01,12,112.2
2021-04-01,12,112.2
2021-05-01,12,112.2
2021-06-01,12,112.2
2021-07-01,12,112.2
2021-08-01,12,112.2
2021-09-01,12,112.2
2021-10-01,12,112.2
2021-11-01,12,112.2
2021-12-01,12,112.2
2022-01-01,12,112.2
2022-02-01,12,112.2
2022-03-01,12,112.2
2022-04-01,12,112.2
2022-05-01,12,112.2
2022-06-01,12,112.3
2022-07-01,12,112.3
2022-08-01,12,112.3
2022-09-01,12,112.4
2022-10-01,12,112.4
2022-11-01,12,112.4
2022-12-01,12,112.3
2023-01-01,12,112.3
2023-02-01,12,112.3
2023-03-01,12,112.3
2023-04-01,12,112.3
2023-05-01,12,112.3
2023-06-01,12,112.3
2023-07-01,12,112.1
2023-08-01,12,112.1
2023-09-01,12,112.1
2023-10-01,12,112.1
2023-11-01,12,112.1
2023-12-01,12,112.1
2024-01-01,12,112.1
2024-02-01,12,112.1
2024-03-01,12,112.1
2024-04-01,12,112.2
2024-05-01,12,112.4
2024-06-01,12,112.4
2024-07-01,12,113.1
2024-08-01,12,113.1
2024-09-01,12,113.1
2024-10-01,12,113.1
2024-11-01,12,113.1
2024-12-01,12,113.1
2025-01-01,12,113.1
2025-02-01,12,114.2
2025-03-01,12,114.3
2025-04-01,12,114.3
2025-05-01,12,114.3
2025-06-01,12,114.3
2025-07-01,12,115.4
2025-08-01,12,116.2
2025-09-01,12,116.2
2025-10-01,12,116.2
2025-11-01,12,116.2
2025-12-01,12,116.2
2026-01-01,12,116.2
2026-02-01,12,116.2
2026-03-01,12,116.6
2026-04-01,12,116.6
2026-05-01,12,116.6
2026-06-01,12,116.7
2026-07-01,12,116.7
2010-01-01,13,99.8
2010-02-01,13,99.6
2010-03-01,13,99.6
2010-04-01,13,99.6
2010-05-01,13,99.8
2010-06-01,13,99.9
2010-07-01,13,100.0
2010-08-01,13,99.8
2010-09-01,13,100.1
2010-10-01,13,100.4
2010-11-01,13,100.6
2010-12-01,13,100.7
2011-01-01,13,101.0
2011-02-01,13,100.9
2011-03-01,13,101.1
2011-04-01,13,101.1
2011-05-01,13,101.5
2011-06-01,13,101.6
2011-07-01,13,102.4
2011-08-01,13,103.1
2011-09-01,13,103.7
2011-10-01,13,103.4
2011-11-01,13,103.8
2011-12-01,13,103.8
2012-01-01,13,103.7
2012-02-01,13,104.1
2012-03-01,13,104.1
2012-04-01,13,104.0
2012-05-01,13,104.0
2012-06-01,13,104.2
2012-07-01,13,104.8
2012-08-01,13,104.7
2012-09-01,13,105.1
2012-10-01,13,105.2
2012-11-01,13,105.2
2012-12-01,13,105.1
2013-01-01,13,106.0
2013-02-01,13,105.8
2013-03-01,13,105.8
2013-04-01,13,105.5
2013-05-01,13,105.0
2013-06-01,13,104.8
2013-07-01,13,104.7
2013-08-01,13,105.4
2013-09-01,13,105.6
2013-10-01,13,105.4
2013-11-01,13,105.4
2013-12-01,13,105.1
2014-01-01,13,105.2
2014-02-01,13,105.8
2014-03-01,13,106.2
2014-04-01,13,106.1
2014-05-01,13,106.1
2014-06-01,13,106.2
2014-07-01,13,106.2
2014-08-01,13,106.4
2014-09-01,13,106.4
2014-10-01,13,106.2
2014-11-01,13,106.4
2014-12-01,13,106.6
2015-01-01,13,107.0
2015-02-01,13,107.5
2015-03-01,13,107.9
2015-04-01,13,110.7
2015-05-01,13,111.2
2015-06-01,13,111.3
2015-07-01,13,111.7
2015-08-01,13,111.7
2015-09-01,13,112.7
2015-10-01,13,112.6
2015-11-01,13,112.9
2015-12-01,13,112.8
2016-01-01,13,113.2
2016-02-01,13,113.4
2016-03-01,13,113.5
2016-04-01,13,113.7
2016-05-01,13,113.9
2016-06-01,13,114.0
2016-07-01,13,114.3
2016-08-01,13,114.4
2016-09-01,13,114.5
2016-10-01,13,114.5
2016-11-01,13,114.8
2016-12-01,13,114.9
2017-01-01,13,115.1
2017-02-01,13,115.4
2017-03-01,13,115.5
2017-04-01,13,115.6
2017-05-01,13,115.5
2017-06-01,13,115.4
2017-07-01,13,115.7
2017-08-01,13,115.6
2017-09-01,13,115.7
2017-10-01,13,115.8
2017-11-01,13,115.8
2017-12-01,13,115.6
2018-01-01,13,115.9
2018-02-01,13,115.6
2018-03-01,13,115.7
2018-04-01,13,115.8
2018-05-01,13,115.9
2018-06-01,13,112.2
2018-07-01,13,112.2
2018-08-01,13,112.0
2018-09-01,13,112.1
2018-10-01,13,112.3
2018-11-01,13,112.7
2018-12-01,13,112.9
2019-01-01,13,113.3
2019-02-01,13,113.4
2019-03-01,13,113.7
2019-04-01,13,113.8
2019-05-01,13,114.0
2019-06-01,13,114.2
2019-07-01,13,114.3
2019-08-01,13,114.7
2019-09-01,13,114.8
2019-10-01,13,114.7
2019-11-01,13,115.5
2019-12-01,13,115.4
2020-01-01,13,115.7
2020-02-01,13,115.7
2020-03-01,13,115.9
2020-04-01,13,115.1
2020-05-01,13,115.5
2020-06-01,13,116.1
2020-07-01,13,116.4
2020-08-01,13,116.8
2020-09-01,13,116.8
2020-10-01,13,116.8
2020-11-01,13,116.9
2020-12-01,13,116.8
2021-01-01,13,116.9
2021-02-01,13,116.7
2021-03-01,13,116.7
2021-04-01,13,116.7
2021-05-01,13,116.8
2021-06-01,13,116.8
2021-07-01,13,116.8
2021-08-01,13,116.9
2021-09-01,13,117.0
2021-10-01,13,117.5
2021-11-01,13,117.6
2021-12-01,13,117.8
2022-01-01,13,118.0
2022-02-01,13,118.2
2022-03-01,13,118.7
2022-04-01,13,118.8
2022-05-01,13,118.9
2022-06-01,13,119.3
2022-07-01,13,119.4
2022-08-01,13,119.5
2022-09-01,13,119.7
2022-10-01,13,120.0
2022-11-01,13,120.4
2022-12-01,13,120.4
2023-01-01,13,120.6
2023-02-01,13,121.1
2023-03-01,13,121.3
2023-04-01,13,121.6
2023-05-01,13,122.1
2023-06-01,13,122.3
2023-07-01,13,122.3
2023-08-01,13,122.5
2023-09-01,13,122.7
2023-10-01,13,122.8
2023-11-01,13,123.0
2023-12-01,13,123.3
2024-01-01,13,123.5
2024-02-01,13,123.8
2024-03-01,13,124.2
2024-04-01,13,125.0
2024-05-01,13,125.3
2024-06-01,13,125.3
2024-07-01,13,125.5
2024-08-01,13,126.3
2024-09-01,13,126.2
2024-10-01,13,126.4
2024-11-01,13,126.9
2024-12-01,13,126.8
2025-01-01,13,127.0
2025-02-01,13,127.7
2025-03-01,13,128.2
2025-04-01,13,129.5
2025-05-01,13,129.3
2025-06-01,13,129.8
2025-07-01,13,129.7
2025-08-01,13,130.0
2025-09-01,13,130.7
2025-10-01,13,132.2
2025-11-01,13,132.2
2025-12-01,13,132.3
2026-01-01,13,133.4
2026-02-01,13,134.1
2026-03-01,13,134.4
2026-04-01,13,133.8
2026-05-01,13,133.8
2026-06-01,13,133.0
2026-07-01,13,132.6
